"Subject_Id"|"Activity_Id"|"acclmtr_time_domain_body_signal_x_axis_mean"|"acclmtr_time_domain_body_signal_y_axis_mean"|"acclmtr_time_domain_body_signal_z_axis_mean"|"acclmtr_time_domain_body_signal_x_axis_stddev"|"acclmtr_time_domain_body_signal_y_axis_stddev"|"acclmtr_time_domain_body_signal_z_axis_stddev"|"acclmtr_time_domain_gravity_signal_x_axis_mean"|"acclmtr_time_domain_gravity_signal_y_axis_mean"|"acclmtr_time_domain_gravity_signal_z_axis_mean"|"acclmtr_time_domain_gravity_signal_x_axis_stddev"|"acclmtr_time_domain_gravity_signal_y_axis_stddev"|"acclmtr_time_domain_gravity_signal_z_axis_stddev"|"acclmtr_time_domain_jerk_signal_x_axis_mean"|"acclmtr_time_domain_jerk_signal_y_axis_mean"|"acclmtr_time_domain_jerk_signal_z_axis_mean"|"acclmtr_time_domain_jerk_signal_x_axis_stddev"|"acclmtr_time_domain_jerk_signal_y_axis_stddev"|"acclmtr_time_domain_jerk_signal_z_axis_stddev"|"gyroscope_time_domain_body_signal_x_axis_mean"|"gyroscope_time_domain_body_signal_y_axis_mean"|"gyroscope_time_domain_body_signal_z_axis_mean"|"gyroscope_time_domain_body_signal_x_axis_stddev"|"gyroscope_time_domain_body_signal_y_axis_stddev"|"gyroscope_time_domain_body_signal_z_axis_stddev"|"gyroscope_time_domain_jerk_signal_x_axis_mean"|"gyroscope_time_domain_jerk_signal_y_axis_mean"|"gyroscope_time_domain_jerk_signal_z_axis_mean"|"gyroscope_time_domain_jerk_signal_x_axis_stddev"|"gyroscope_time_domain_jerk_signal_y_axis_stddev"|"gyroscope_time_domain_jerk_signal_z_axis_stddev"|"acclmtr_time_domain_body_signal_magnitude_mean"|"acclmtr_time_domain_body_signal_magnitude_stddev"|"acclmtr_time_domain_gravity_signal_magnitude_mean"|"acclmtr_time_domain_gravity_signal_magnitude_stddev"|"acclmtr_time_domain_jerk_signal_magnitude_mean"|"acclmtr_time_domain_jerk_signal_magnitude_stddev"|"gyroscope_time_domain_body_signal_magnitude_mean"|"gyroscope_time_domain_body_signal_magnitude_stddev"|"gyroscope_time_domain_jerk_signal_magnitude_mean"|"gyroscope_time_domain_jerk_signal_magnitude_stddev"|"acclmtr_frqncy_domain_body_signal_x_axis_mean"|"acclmtr_frqncy_domain_body_signal_y_axis_mean"|"acclmtr_frqncy_domain_body_signal_z_axis_mean"|"acclmtr_frqncy_domain_body_signal_x_axis_stddev"|"acclmtr_frqncy_domain_body_signal_y_axis_stddev"|"acclmtr_frqncy_domain_body_signal_z_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_x_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_y_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_z_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_x_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_y_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_z_axis_stddev"|"gyroscope_frqncy_domain_body_signal_x_axis_mean"|"gyroscope_frqncy_domain_body_signal_y_axis_mean"|"gyroscope_frqncy_domain_body_signal_z_axis_mean"|"gyroscope_frqncy_domain_body_signal_x_axis_stddev"|"gyroscope_frqncy_domain_body_signal_y_axis_stddev"|"gyroscope_frqncy_domain_body_signal_z_axis_stddev"|"acclmtr_frqncy_domain_body_signal_magnitude_mean"|"acclmtr_frqncy_domain_body_signal_magnitude_stddev"|"acclmtr_frqncy_domain_jerk_signal_magnitude_mean"|"acclmtr_frqncy_domain_jerk_signal_magnitude_stddev"|"gyroscope_frqncy_domain_body_signal_magnitude_mean"|"gyroscope_frqncy_domain_body_signal_magnitude_stddev"|"gyroscope_frqncy_domain_jerk_signal_magnitude_mean"|"gyroscope_frqncy_domain_jerk_signal_magnitude_stddev"
"113"|19|"WALKING_DOWNSTAIRS"|0.26269|-0.014594|-0.1337|0.62692|0.51482|0.049322|0.88194|-0.21502|-0.12615|-0.89973|-0.91788|-0.89936|0.073093|-0.038687|-0.009552|0.54427|0.35531|-0.020011|-0.20578|0.027471|0.16396|0.26766|0.048315|-0.031408|-0.033743|-0.039461|-0.054557|0.17915|-0.01463|0.11665|0.6446|0.41347|0.6446|0.41347|0.43449|0.45061|0.418|0.23782|0.087582|-0.043899|0.53701|0.49446|0.11066|0.65851|0.42793|-0.078364|0.47432|0.27672|0.059591|0.4768|0.34977|-0.098393|0.47496|0.14708|0.21067|0.19661|-0.02849|-0.21589|0.58664|0.082863|0.5384|0.31635|0.20398|0.032037|-0.022905|-0.14325
"114"|19|"WALKING_UPSTAIRS"|0.24212|-0.030399|-0.15105|-0.12874|0.17635|-0.19047|0.82943|-0.3871|-0.22101|-0.9165|-0.90104|-0.83694|0.083155|0.056819|0.031668|-0.17428|-0.012887|-0.44428|0.038854|-0.13451|-0.00023325|-0.4068|-0.17263|-0.11012|-0.10181|-0.034629|-0.053355|-0.23938|-0.49212|-0.37541|0.017381|-0.17767|0.017381|-0.17767|-0.11419|-0.28406|-0.061616|-0.2644|-0.37279|-0.5074|-0.15688|0.11182|-0.21964|-0.11993|0.13256|-0.23998|-0.20532|-0.073928|-0.38066|-0.21727|-0.01317|-0.50772|-0.19449|-0.22542|-0.066129|-0.47751|-0.14993|-0.2075|-0.079629|-0.36825|-0.18739|-0.43467|-0.28884|-0.37713|-0.47718|-0.58829
"115"|20|"LAYING"|0.23951|-0.014441|-0.10427|-0.96225|-0.9641|-0.97257|-0.47243|0.86488|0.47757|-0.92867|-0.97602|-0.97652|0.089272|0.0011082|-0.0030989|-0.98427|-0.977|-0.98499|-0.023176|-0.09549|0.12368|-0.98448|-0.97294|-0.97241|-0.099503|-0.038776|-0.061003|-0.98928|-0.98154|-0.98667|-0.96074|-0.93949|-0.96074|-0.93949|-0.98467|-0.98016|-0.96045|-0.96215|-0.98675|-0.98108|-0.96573|-0.9656|-0.97639|-0.961|-0.96496|-0.9719|-0.98389|-0.97722|-0.98288|-0.98621|-0.97845|-0.98571|-0.98262|-0.97312|-0.97228|-0.98515|-0.97309|-0.975|-0.95283|-0.94189|-0.9797|-0.97957|-0.96983|-0.96421|-0.98112|-0.98199
"116"|20|"SITTING"|0.27805|-0.014723|-0.10837|-0.98308|-0.93612|-0.92911|0.92445|0.073339|0.15168|-0.98583|-0.96698|-0.93585|0.074657|0.0059743|0.0016013|-0.98208|-0.9709|-0.97652|-0.036406|-0.065069|0.064288|-0.97631|-0.9601|-0.94577|-0.095997|-0.04073|-0.046584|-0.97741|-0.97968|-0.97974|-0.95274|-0.93776|-0.95274|-0.93776|-0.97877|-0.97254|-0.93957|-0.94107|-0.98301|-0.97508|-0.9812|-0.9452|-0.9476|-0.98398|-0.93503|-0.92495|-0.98224|-0.97116|-0.97321|-0.98357|-0.97278|-0.97846|-0.96991|-0.96464|-0.95096|-0.97843|-0.95802|-0.94918|-0.94691|-0.94215|-0.97173|-0.9726|-0.9534|-0.94373|-0.97611|-0.97523
"117"|20|"STANDING"|0.27808|-0.01807|-0.1004|-0.96721|-0.87541|-0.91314|0.91123|-0.30594|0.070866|-0.98192|-0.95746|-0.94244|0.076356|0.011693|-0.0061368|-0.95953|-0.93561|-0.95894|-0.024134|-0.069831|0.077367|-0.88675|-0.90391|-0.90734|-0.10205|-0.043215|-0.051815|-0.92164|-0.94763|-0.94867|-0.92241|-0.91067|-0.92241|-0.91067|-0.95662|-0.93845|-0.88368|-0.84368|-0.94794|-0.92633|-0.96193|-0.89819|-0.92999|-0.96981|-0.87253|-0.911|-0.95971|-0.93572|-0.95274|-0.9631|-0.94047|-0.96397|-0.88102|-0.91065|-0.91141|-0.89053|-0.90124|-0.91487|-0.92123|-0.91865|-0.94001|-0.93603|-0.87944|-0.84913|-0.9296|-0.92723
"118"|20|"WALKING"|0.27259|-0.0212|-0.11354|-0.20834|0.48977|-0.22873|0.89997|-0.34444|-0.03513|-0.97033|-0.962|-0.95385|0.084123|-0.021062|0.0063446|-0.090645|0.24431|-0.38766|-0.02341|-0.074105|0.085136|-0.23294|0.085832|-0.16575|-0.067999|-0.051418|-0.054927|-0.25323|-0.12755|-0.22704|0.039402|-0.15693|0.039402|-0.15693|-0.042936|0.021077|0.068628|-0.036785|-0.19489|-0.14986|-0.1474|0.40347|-0.27221|-0.23499|0.43844|-0.2665|-0.13872|0.15793|-0.34599|-0.12224|0.25561|-0.42769|-0.093625|0.031015|-0.10889|-0.27993|0.1077|-0.26496|-0.0035334|-0.38993|0.054527|-0.031065|-0.052007|-0.19621|-0.18037|-0.17198
"119"|20|"WALKING_DOWNSTAIRS"|0.29614|-0.0096412|-0.1046|0.07451|0.61694|-0.16094|0.91973|-0.27742|-0.028259|-0.94046|-0.90858|-0.91969|0.069503|0.0043645|-0.0025348|-0.1357|0.28967|-0.3815|-0.11137|0.013902|0.1039|-0.20494|-0.14679|0.15972|-0.04525|-0.057737|-0.061531|-0.24924|-0.33457|0.0030785|0.22185|0.17264|0.22185|0.17264|-0.06127|0.046719|0.093842|-0.030576|-0.26818|-0.27559|-0.034331|0.52419|-0.1881|0.11303|0.56019|-0.21392|-0.19936|0.20583|-0.35622|-0.14728|0.29312|-0.40529|-0.062957|-0.1381|0.25704|-0.25337|-0.15996|0.018305|0.15189|0.00024217|0.013792|0.079038|-0.10057|-0.15168|-0.31167|-0.28166
"120"|20|"WALKING_UPSTAIRS"|0.2521|-0.028226|-0.12102|-0.11609|0.1522|-0.22925|0.7771|-0.47989|-0.13012|-0.93141|-0.92459|-0.90406|0.083645|0.0065998|-0.024542|-0.1857|-0.26079|-0.51364|0.065919|-0.17465|0.058702|-0.4927|-0.10472|0.18412|-0.14839|-0.018982|-0.051899|-0.47111|-0.39399|-0.25387|0.008725|-0.19827|0.008725|-0.19827|-0.25561|-0.23944|0.02233|-0.25393|-0.37193|-0.4554|-0.14044|-0.029383|-0.31843|-0.10844|0.16455|-0.24244|-0.25616|-0.31216|-0.49276|-0.18709|-0.25501|-0.5332|-0.37268|-0.16234|0.11508|-0.53202|-0.079047|0.095477|-0.20501|-0.32024|-0.21501|-0.28045|-0.28663|-0.36095|-0.45039|-0.50282
"121"|21|"LAYING"|0.27133|-0.018423|-0.10325|-0.95502|-0.95696|-0.94565|-0.17435|0.59999|0.78825|-0.94591|-0.98373|-0.95242|0.082015|0.011994|-0.013905|-0.98483|-0.97158|-0.98398|-0.030513|-0.1138|0.098091|-0.97541|-0.95215|-0.98135|-0.096412|-0.034628|-0.06014|-0.98464|-0.982|-0.98875|-0.9526|-0.94219|-0.9526|-0.94219|-0.9828|-0.97855|-0.94928|-0.94929|-0.98592|-0.98225|-0.96823|-0.96007|-0.96177|-0.95093|-0.95726|-0.94092|-0.98419|-0.97204|-0.98163|-0.98706|-0.97316|-0.98493|-0.97341|-0.96497|-0.98081|-0.97623|-0.9466|-0.98327|-0.95377|-0.94445|-0.97844|-0.9776|-0.96235|-0.94974|-0.98299|-0.98231
"122"|21|"SITTING"|0.27754|-0.014401|-0.11206|-0.99178|-0.96688|-0.95957|0.94003|0.021521|-0.056777|-0.99294|-0.97936|-0.96543|0.075711|0.012102|-0.00017535|-0.98944|-0.979|-0.98582|-0.019871|-0.065308|0.083133|-0.98841|-0.97638|-0.97697|-0.10111|-0.039148|-0.052641|-0.98947|-0.98972|-0.98795|-0.97473|-0.97199|-0.97473|-0.97199|-0.98595|-0.98652|-0.96497|-0.97123|-0.99031|-0.9903|-0.99061|-0.96806|-0.97086|-0.99238|-0.96756|-0.95641|-0.98976|-0.97918|-0.98343|-0.99003|-0.98035|-0.98685|-0.98489|-0.97983|-0.97684|-0.98956|-0.97472|-0.97913|-0.97483|-0.97445|-0.98534|-0.98699|-0.97784|-0.97203|-0.99001|-0.99106
"123"|21|"STANDING"|0.27695|-0.016708|-0.11042|-0.98142|-0.9436|-0.94612|0.88121|-0.34616|-0.20769|-0.98291|-0.97768|-0.95859|0.075454|0.010062|-0.0033209|-0.97706|-0.96392|-0.97792|-0.019173|-0.073812|0.086486|-0.96251|-0.95598|-0.95933|-0.1032|-0.04043|-0.053821|-0.97187|-0.97682|-0.97543|-0.95877|-0.95692|-0.95877|-0.95692|-0.97477|-0.97161|-0.94984|-0.94561|-0.97686|-0.97615|-0.97833|-0.94969|-0.96027|-0.98289|-0.94355|-0.94246|-0.9768|-0.9645|-0.97478|-0.97953|-0.96602|-0.97972|-0.95699|-0.96008|-0.95943|-0.96453|-0.95408|-0.96312|-0.96229|-0.96004|-0.97063|-0.97193|-0.95672|-0.94776|-0.97613|-0.97771
"124"|21|"WALKING"|0.27918|-0.018161|-0.10432|-0.29781|0.054088|-0.16869|0.86252|-0.37098|-0.22095|-0.96958|-0.96414|-0.97494|0.078225|0.002352|-0.010181|-0.11489|-0.034714|-0.42514|-0.045932|-0.059029|0.098372|-0.43223|-0.39789|-0.31188|-0.086877|-0.051565|-0.062119|-0.23891|-0.48285|-0.49493|-0.12346|-0.29971|-0.12346|-0.29971|-0.14814|-0.083849|-0.28478|-0.4083|-0.42693|-0.45037|-0.2735|0.033847|-0.30031|-0.30855|-0.0025629|-0.16496|-0.20044|-0.11256|-0.4057|-0.10741|-0.014842|-0.44356|-0.24666|-0.37174|-0.28326|-0.49186|-0.4194|-0.38551|-0.25127|-0.43815|-0.14401|-0.018673|-0.40952|-0.51225|-0.4996|-0.42932
"125"|21|"WALKING_DOWNSTAIRS"|0.30146|-0.01732|-0.098169|0.22434|0.30134|-0.071789|0.87268|-0.35667|-0.18787|-0.94019|-0.94011|-0.91632|0.090145|-0.0214|-0.012555|0.0021466|-0.079601|-0.24606|-0.12639|0.016215|0.14861|-0.44215|-0.35373|-0.34976|-0.072646|-0.073595|-0.078844|-0.54965|-0.44243|-0.42834|0.24577|0.26434|0.24577|0.26434|-0.080224|0.095234|-0.18485|-0.38842|-0.45283|-0.50913|0.10432|0.18114|-0.076971|0.26699|0.27789|-0.14508|-0.037789|-0.10731|-0.19684|-0.046387|-0.11316|-0.29324|-0.36675|-0.30888|-0.23822|-0.46979|-0.38842|-0.45077|0.2399|0.079127|0.11244|0.063205|-0.40639|-0.48449|-0.4908|-0.57167
"126"|21|"WALKING_UPSTAIRS"|0.26519|-0.023722|-0.12541|-0.24081|0.10979|-0.21971|0.78118|-0.43231|-0.30974|-0.94091|-0.94152|-0.93272|0.10403|-0.015629|-0.036012|-0.42405|-0.20321|-0.56205|0.062609|-0.15562|-0.0054683|-0.53191|-0.46314|0.051716|-0.14435|-0.013202|-0.0069407|-0.57354|-0.60447|-0.56415|-0.081045|-0.27847|-0.081045|-0.27847|-0.35505|-0.40418|-0.16898|-0.42024|-0.57794|-0.64772|-0.31917|0.02216|-0.32171|-0.21318|0.082343|-0.22716|-0.43684|-0.20507|-0.51982|-0.46297|-0.26126|-0.60313|-0.44697|-0.44669|-0.15576|-0.56097|-0.4783|0.013092|-0.25789|-0.40336|-0.35544|-0.47772|-0.47537|-0.48341|-0.62892|-0.70098
"127"|22|"LAYING"|0.27996|-0.014263|-0.1108|-0.94774|-0.91328|-0.94295|-0.41849|0.63248|0.7719|-0.92878|-0.95883|-0.95244|0.07522|0.0045983|-0.0046744|-0.97036|-0.95515|-0.97453|-0.020831|-0.092572|0.145|-0.95664|-0.96188|-0.93325|-0.1002|-0.037609|-0.070272|-0.97209|-0.98048|-0.97864|-0.93499|-0.90941|-0.93499|-0.90941|-0.97117|-0.95985|-0.92662|-0.92391|-0.98172|-0.9742|-0.95376|-0.92552|-0.95422|-0.94566|-0.91256|-0.94116|-0.96957|-0.95483|-0.97092|-0.97413|-0.95896|-0.97683|-0.95337|-0.9647|-0.94257|-0.95803|-0.96071|-0.93697|-0.92982|-0.91327|-0.96265|-0.95564|-0.94606|-0.92355|-0.97664|-0.97279
"128"|22|"SITTING"|0.27358|-0.012347|-0.10583|-0.97847|-0.92806|-0.91756|0.83931|0.20855|0.31555|-0.97201|-0.95423|-0.92795|0.080769|-0.00084272|-0.012685|-0.98166|-0.96478|-0.97893|-0.036043|-0.079362|0.080443|-0.9811|-0.95017|-0.9465|-0.098649|-0.042341|-0.051719|-0.98567|-0.98028|-0.97954|-0.94217|-0.92434|-0.94217|-0.92434|-0.9793|-0.96858|-0.94208|-0.93327|-0.98548|-0.9765|-0.97851|-0.93955|-0.94664|-0.97862|-0.927|-0.90934|-0.98094|-0.96313|-0.97533|-0.9843|-0.96978|-0.98127|-0.97727|-0.95916|-0.94837|-0.98237|-0.94611|-0.95105|-0.94308|-0.9268|-0.96891|-0.96703|-0.95195|-0.93356|-0.97778|-0.97632
"129"|22|"STANDING"|0.27905|-0.015856|-0.10497|-0.985|-0.92269|-0.9422|0.95406|-0.22642|0.032382|-0.99283|-0.97108|-0.95889|0.075232|0.010729|-0.0062629|-0.97564|-0.9523|-0.98148|-0.02752|-0.069007|0.073347|-0.91784|-0.96471|-0.96058|-0.097501|-0.0421|-0.051318|-0.94972|-0.9849|-0.97975|-0.95481|-0.93987|-0.95481|-0.93987|-0.97588|-0.95883|-0.93162|-0.90078|-0.9786|-0.96609|-0.98037|-0.92916|-0.9571|-0.9874|-0.92366|-0.93841|-0.97497|-0.95214|-0.97757|-0.97877|-0.95617|-0.98431|-0.91702|-0.97068|-0.96233|-0.91985|-0.96217|-0.96365|-0.94904|-0.94374|-0.95974|-0.95665|-0.93207|-0.90022|-0.96838|-0.96534
"130"|22|"WALKING"|0.27886|-0.016721|-0.10711|-0.0086592|0.10038|-0.21335|0.9361|-0.25964|0.023378|-0.96964|-0.96364|-0.95515|0.062778|0.035675|0.0044369|0.035879|0.22554|-0.31316|0.00077716|-0.096088|0.077527|-0.31854|-0.48632|-0.15144|-0.13298|-0.032191|-0.056981|-0.22666|-0.65188|-0.23428|0.072242|-0.16159|0.072242|-0.16159|0.02292|0.11153|-0.21061|-0.39078|-0.462|-0.50311|-0.099493|0.14537|-0.25522|0.024396|0.0038684|-0.25364|-0.036705|0.16|-0.28197|0.018005|0.21342|-0.3432|-0.14465|-0.50118|-0.083501|-0.3745|-0.48162|-0.25317|-0.024158|-0.3814|0.065973|0.15829|-0.43838|-0.46402|-0.55395|-0.47641
"131"|22|"WALKING_DOWNSTAIRS"|0.28446|-0.0198|-0.10742|0.34862|0.23981|-0.32572|0.92182|-0.22222|0.041299|-0.94124|-0.94582|-0.90659|0.10158|0.021113|0.01125|0.086914|0.019861|-0.47781|-0.077961|-0.069715|0.050071|-0.23735|-0.5503|-0.28042|-0.090174|-0.035517|-0.048146|-0.26485|-0.64028|-0.35876|0.331|0.13327|0.331|0.13327|-0.017978|-0.033764|-0.16133|-0.26392|-0.45958|-0.61766|0.19535|0.22577|-0.3228|0.40289|0.16741|-0.38324|0.038336|-0.0030916|-0.41953|0.040462|-0.027029|-0.53589|-0.095435|-0.52501|-0.19492|-0.28453|-0.57034|-0.37732|0.15553|-0.05752|0.022478|-0.11853|-0.33842|-0.34186|-0.58351|-0.69745
"132"|22|"WALKING_UPSTAIRS"|0.24839|-0.026862|-0.11755|0.083574|0.25007|-0.10961|0.88945|-0.33683|-0.095798|-0.94063|-0.94162|-0.91315|0.087717|0.036708|-0.033617|-0.0085399|-0.057578|-0.4717|0.13498|-0.18146|0.015736|-0.30149|-0.48942|-0.15776|-0.14845|-0.038131|-0.067457|-0.3967|-0.70426|-0.5157|0.21028|-0.15876|0.21028|-0.15876|-0.095784|-0.08765|-0.12803|-0.20256|-0.56811|-0.67563|-0.0554|0.13069|-0.22802|0.13205|0.23006|-0.11675|-0.038245|-0.075183|-0.41445|-0.067798|-0.1061|-0.52857|-0.19546|-0.52394|-0.19931|-0.33814|-0.47388|-0.22243|-0.086691|-0.33413|-0.045802|-0.1513|-0.3699|-0.23402|-0.668|-0.70987
"133"|23|"LAYING"|0.27404|-0.021655|-0.10426|-0.95676|-0.97631|-0.97322|-0.39156|0.43843|0.91878|-0.94795|-0.98279|-0.97678|0.083179|0.015351|-0.0062824|-0.98636|-0.98861|-0.98466|-0.01134|-0.10505|0.11108|-0.98185|-0.9592|-0.98392|-0.10202|-0.037245|-0.062199|-0.98503|-0.97943|-0.99491|-0.96296|-0.95787|-0.96296|-0.95787|-0.98701|-0.98669|-0.94942|-0.95723|-0.98456|-0.98131|-0.97004|-0.98207|-0.97752|-0.95241|-0.9743|-0.97226|-0.9862|-0.98823|-0.98242|-0.98784|-0.99|-0.9855|-0.97968|-0.96847|-0.98424|-0.98267|-0.955|-0.98532|-0.96775|-0.95847|-0.98591|-0.98654|-0.96624|-0.95903|-0.98185|-0.98159
"134"|23|"SITTING"|0.27335|-0.013395|-0.10381|-0.98761|-0.93493|-0.90558|0.93651|0.12175|0.063011|-0.98454|-0.96092|-0.92395|0.077002|0.010135|-0.0014882|-0.98456|-0.97805|-0.97598|-0.047258|-0.068433|0.064567|-0.98036|-0.94811|-0.95972|-0.096742|-0.04346|-0.048556|-0.98708|-0.98073|-0.98813|-0.94408|-0.92496|-0.94408|-0.92496|-0.98238|-0.97367|-0.93659|-0.93701|-0.98651|-0.97923|-0.98633|-0.95346|-0.94203|-0.98835|-0.93078|-0.89613|-0.98455|-0.97814|-0.97266|-0.98602|-0.97956|-0.97794|-0.97715|-0.95792|-0.96543|-0.98152|-0.94373|-0.96191|-0.94584|-0.92709|-0.97412|-0.97212|-0.95229|-0.93868|-0.98071|-0.9785
"135"|23|"STANDING"|0.2779|-0.017748|-0.1106|-0.98542|-0.95844|-0.92941|0.91986|-0.1174|-0.22363|-0.98461|-0.98482|-0.9472|0.075021|0.010586|-0.0052926|-0.98314|-0.97522|-0.9736|-0.03274|-0.065226|0.081689|-0.94201|-0.94807|-0.96239|-0.098148|-0.041677|-0.054823|-0.97277|-0.97251|-0.98465|-0.95721|-0.95167|-0.95721|-0.95167|-0.97867|-0.97481|-0.93843|-0.9238|-0.9764|-0.97239|-0.98363|-0.96283|-0.94517|-0.98633|-0.95804|-0.92611|-0.98328|-0.97518|-0.96961|-0.98453|-0.97716|-0.97624|-0.94751|-0.95278|-0.96794|-0.9417|-0.94587|-0.96425|-0.95799|-0.95529|-0.9738|-0.97505|-0.94458|-0.92481|-0.9726|-0.97385
"136"|23|"WALKING"|0.27321|-0.018362|-0.11338|-0.31352|-0.11902|0.16422|0.93981|-0.16176|-0.16076|-0.97723|-0.96655|-0.93298|0.098732|0.014896|-0.0019081|-0.22933|-0.080502|-0.029312|-0.063116|-0.06402|0.1077|-0.49432|0.25946|-0.20963|-0.057813|-0.05167|-0.0903|-0.36397|0.29595|-0.37446|-0.098877|-0.20999|-0.098877|-0.20999|-0.067082|-0.026819|-0.012097|0.16335|0.011531|0.25017|-0.2754|-0.072437|0.081408|-0.32981|-0.20252|0.11614|-0.29041|-0.15549|-0.057202|-0.23517|-0.060975|-0.0062365|-0.33762|0.19557|-0.19497|-0.54505|0.28658|-0.28782|-0.094261|-0.40758|-0.018071|-0.045737|0.18508|-0.061477|0.14662|0.28783
"137"|23|"WALKING_DOWNSTAIRS"|0.2899|-0.016211|-0.098812|0.044139|0.10826|0.2299|0.92371|-0.11003|-0.15367|-0.95079|-0.93901|-0.90589|0.057801|0.037501|-0.00098272|0.19895|-0.08833|0.031016|-0.057823|-0.085308|0.09536|-0.41613|0.21383|-0.2087|-0.11773|-0.035289|-0.029326|-0.32302|0.14665|-0.36787|0.12721|0.23036|0.12721|0.23036|0.11298|0.29209|0.039092|0.053997|-0.046312|0.059491|0.20543|0.095943|0.28052|-0.028296|0.043228|0.094794|0.20154|-0.07245|0.15778|0.081959|-0.1777|-0.09852|-0.21473|0.32882|-0.14127|-0.4826|0.12605|-0.3059|0.36483|-0.045393|0.33501|0.22448|0.15083|-0.21893|0.074675|-0.039857
"138"|23|"WALKING_UPSTAIRS"|0.25|-0.032384|-0.12689|-0.24389|0.044844|0.1008|0.84344|-0.21448|-0.35593|-0.93334|-0.91047|-0.90207|0.072365|0.039986|0.015923|-0.3654|-0.32823|-0.40809|0.095794|-0.11156|-0.032556|-0.55066|-0.29368|-0.03173|-0.10991|-0.052394|-0.0925|-0.54832|-0.49351|-0.54377|-0.011754|-0.27189|-0.011754|-0.27189|-0.31114|-0.36271|-0.15653|-0.36673|-0.50437|-0.55128|-0.27261|-0.076977|-0.070577|-0.23431|0.03806|0.10451|-0.36564|-0.32624|-0.34661|-0.42488|-0.38089|-0.46896|-0.43024|-0.29045|-0.163|-0.59043|-0.30162|-0.082252|-0.23138|-0.41005|-0.30297|-0.45432|-0.38039|-0.47049|-0.51872|-0.63266
"139"|24|"LAYING"|0.27285|-0.017356|-0.10724|-0.96798|-0.98313|-0.97357|-0.35929|0.73843|0.68384|-0.96041|-0.99345|-0.97924|0.080721|0.011982|-0.0058923|-0.98637|-0.98243|-0.98309|-0.014368|-0.095554|0.11173|-0.98265|-0.9603|-0.9817|-0.10281|-0.038232|-0.062412|-0.97987|-0.97809|-0.99238|-0.97185|-0.96935|-0.97185|-0.96935|-0.98553|-0.98361|-0.95379|-0.95783|-0.98278|-0.97866|-0.97589|-0.98083|-0.97663|-0.96517|-0.98457|-0.97306|-0.986|-0.98214|-0.98155|-0.98814|-0.98412|-0.98319|-0.97657|-0.96611|-0.98109|-0.98471|-0.95779|-0.9836|-0.97317|-0.97106|-0.98311|-0.98329|-0.964|-0.96137|-0.9786|-0.9801
"140"|24|"SITTING"|0.27348|-0.013126|-0.10304|-0.99059|-0.95626|-0.95706|0.91964|0.18225|0.10956|-0.98966|-0.97169|-0.96341|0.076332|0.004767|-0.001133|-0.98856|-0.97957|-0.98466|-0.035623|-0.075013|0.080044|-0.98811|-0.97795|-0.97128|-0.095178|-0.040617|-0.051597|-0.99144|-0.98978|-0.98985|-0.96898|-0.96378|-0.96898|-0.96378|-0.98556|-0.98542|-0.96463|-0.96926|-0.99131|-0.99072|-0.98953|-0.96277|-0.96699|-0.9911|-0.955|-0.9544|-0.98886|-0.97923|-0.98197|-0.98929|-0.98155|-0.98601|-0.98568|-0.9812|-0.97469|-0.98889|-0.97625|-0.97285|-0.96891|-0.96585|-0.98447|-0.98561|-0.97797|-0.96911|-0.99085|-0.99093
"141"|24|"STANDING"|0.28035|-0.014479|-0.10822|-0.98726|-0.93687|-0.93028|0.96644|-0.1452|-0.053059|-0.9922|-0.96816|-0.94618|0.074618|0.010984|-0.0035877|-0.98057|-0.96775|-0.97772|-0.027861|-0.069255|0.077125|-0.96074|-0.9673|-0.96996|-0.099195|-0.043174|-0.051718|-0.97586|-0.98198|-0.98328|-0.95006|-0.9479|-0.95006|-0.9479|-0.97762|-0.97311|-0.95452|-0.9531|-0.98239|-0.98|-0.98418|-0.94897|-0.95382|-0.98885|-0.93445|-0.9238|-0.98116|-0.96772|-0.97417|-0.98172|-0.97023|-0.97994|-0.95854|-0.97043|-0.97013|-0.96189|-0.9658|-0.97269|-0.96007|-0.94952|-0.97225|-0.9732|-0.96392|-0.95441|-0.98112|-0.97976
"142"|24|"WALKING"|0.27698|-0.022545|-0.1106|-0.47076|-0.15413|-0.28884|0.9597|-0.11512|-0.14091|-0.98313|-0.96258|-0.96282|0.073194|0.012125|-0.01164|-0.48586|-0.30222|-0.49119|-0.054513|-0.065844|0.097201|-0.5806|-0.48717|-0.39615|-0.062531|-0.05029|-0.073984|-0.49077|-0.51425|-0.55797|-0.29998|-0.48106|-0.29998|-0.48106|-0.39972|-0.40982|-0.40306|-0.56386|-0.50782|-0.55602|-0.49242|-0.20319|-0.34449|-0.46273|-0.18277|-0.31465|-0.50963|-0.35283|-0.46992|-0.50764|-0.29435|-0.51112|-0.4683|-0.47984|-0.39145|-0.61692|-0.4959|-0.45334|-0.43462|-0.59027|-0.41864|-0.40298|-0.53451|-0.66803|-0.57159|-0.56745
